"535241189234982912","20 Nov 2014 01:20:18","swiss museum close accepting gurlitt bequest returning nazilooted pieces httptcoq0vqkval2k via wsj","1"
"535270217689993216","20 Nov 2014 03:15:39","according psychiatric evaluation gurlitt mentally fit write bequeathing paintings museum httptcoef3wsuyvpt","3"
"535342545283588096","20 Nov 2014 08:03:03","exclusive swiss museum close accepting gurlitt bequest returning nazilooted pieces httptcougepyiuc5d marylanewsj via wsj","1"
"535386605666979840","20 Nov 2014 10:58:08","berns museum fine arts accept controversial gurlitt collection httptco2g9lqgnuwg art stolen kunstmuseumbern","2"
"535391478969675776","20 Nov 2014 11:17:30","gurlitt art collection one everyone wants swi swissinfoch httptco7j0zlfv7d1 swissinfoen","2"
"535397927548878849","20 Nov 2014 11:43:07","family claims corneliusgurlitt mentally unfit read news artlyst httptco1tmcwtuyc8 httptcotfh3cad1ep","3"
"535415010361487360","20 Nov 2014 12:51:00","german swiss handling gurlitt hoard bequest wrong says senior austrian curator see httptcoos5eu0rzex","2"
"535415869862473729","20 Nov 2014 12:54:25","gurlitt art collection one everyone wants swi swissinfoch httptcorjjy0e4ar4 swissinfoen","2"
"535425236871544832","20 Nov 2014 13:31:38","gurlitt art collection one everyone wants swi swissinfoch httptcoirdyj2hiro swissinfoen","2"
"535434467696189440","20 Nov 2014 14:08:19","another terrific story marylanewsj chronicler nazigurlitt art saga httptco2n9seykcyr","1"
"535438499432771584","20 Nov 2014 14:24:20","swiss museum debates expensive unsought responsibility gurlitthoard httptcodwgvrwoz7o","1"
"535439290667241472","20 Nov 2014 14:27:29","degenerate artworks seized nazis go back museums says german advisor afp millbarnet httptcosdg2pfty6n gurlitt","2"
"535440024930902017","20 Nov 2014 14:30:24","alfred weidinger belvederewien proposes sell gurlitt collection theartnewspaper comment kurierkultur httptcoicuv8rrls6","2"
"535449972913614848","20 Nov 2014 15:09:56","degenerate art belongs museum says judge httptcoajsw7rrks4","2"
"535450182142672897","20 Nov 2014 15:10:46","former top judge thinks nazistolen art belongs museum indianajones gurlitt germany httptcokqyjtgun9r httptcoxnxgpg7raq","2"
"535450705134649345","20 Nov 2014 15:12:50","german swiss handling gurlitt hoard bequest wrong says senior austrian curator httptco4ioh8t2gfs httptcodizjke0gn6","2"
"535463053190778880","20 Nov 2014 16:01:54","dailychecklist gurlitt decision looms kunstmuseumbern french mus faces fraud charges amp httptco7cdvihsfvr httptco8ztmfqpc0t","2"
"535472483756154880","20 Nov 2014 16:39:23","bern announce gurlitt bequest decision monday berlin","2"
"535482306585042944","20 Nov 2014 17:18:25","swiss museum decide future gurlitt art trove berlin ap swiss museum german officials plan httptcoe9j50yeum2","2"
"535517405921804288","20 Nov 2014 19:37:53","kunstmuseum bern germany hold press conference berlin monday november gurlitt bequest httptcojzlpe82fyg","2"
"535524640031256576","20 Nov 2014 20:06:38","swiss museum decide future gurlitt art trove httptcomxd15jwhwm","2"
"535552999624826882","20 Nov 2014 21:59:19","gurlitt collection sold benefit jewish organisations art newspaper httptcodzlcsaogip","2"
"535556368552714240","20 Nov 2014 22:12:43","berns museum fine arts set announce decision regarding gurlitt collection monday nov httptcomdboicwxbk","2"
"535656301833895937","21 Nov 2014 04:49:49","sounds like good resolution conundrum gurlitt nazilooted art stash bern museum httptcoxeexquaunl","2"
"535708968837206016","21 Nov 2014 08:19:05","kunstmuseum bern issue decision monday whether accept artworks collection tied naziera dealer gurlitt httptcoqkz2fzgcc8","2"
"535711053686898689","21 Nov 2014 08:27:22","gurlitt collection sold benefit jewish organisations art newspaper httptco4gjsg8oby7 artnews artcrime art","2"
"535721996391178242","21 Nov 2014 09:10:51","swiss museum close accepting gurlitt bequest returning nazilooted pieces httptcoeco07tfpkf via wsj","1"
"535772174053687297","21 Nov 2014 12:30:15","germany munich recluse left suspected nazilooted art museum called question httptcoeihf71h9bw via telegraph","2"
"535792764135280640","21 Nov 2014 13:52:04","litigation seems inevitable gurlittcase httptcozyv3ouc3e4","2"
"535804563832315904","21 Nov 2014 14:38:57","gurlitt kunstmuseum bern update update since everyone cares possible transfer httptcohgerr6qgwo","2"
"535818207542923265","21 Nov 2014 15:33:10","funny twist gurlitt donation kunstmuseum bern head belvedere museum vienna httptcolqtpkysgax","2"
"535822193150537728","21 Nov 2014 15:49:00","eve mondays announcement gurlitt relatives formally challenge named kunstmuseum bern heir httptco5jqcjtxyb4","2"
"535828163402543104","21 Nov 2014 16:12:44","gurlitt collection sold benefit jewish organisations art newspaper httptco6pu64j7sux","2"
"535919972439322624","21 Nov 2014 22:17:32","gurlitts museum bequest challenged httptcoi8chboixpd","2"
"535926525422358528","21 Nov 2014 22:43:35","artsbeat gurlitts museum bequest challenged httptcoh7pz2smsdj","2"
"535936169196810240","21 Nov 2014 23:21:54","gurlitts museum bequest challenged httptcoa470vzwnhs artcrimes","2"
"535942066694803456","21 Nov 2014 23:45:20","cousin cornelius gurlitt challenges leaves collection swiss museum httptcol1kh8ofgog","2"
"535951209316642816","22 Nov 2014 00:21:40","artsbeat cousin cornelius gurlitt challenges leaves collection swiss museum cousin httptcoptk88pszpt art","2"
"535952893589725184","22 Nov 2014 00:28:22","gmlive artsbeat cousin cornelius gurlitt challenges leaves collection swiss museum cousin httptco7jogktbyju","2"
"535960367055118337","22 Nov 2014 00:58:03","nyt art amp design artsbeat cousin cornelius gurlitt challenges leaves collection swiss museum httptcoajkodm7ukj","2"
"535966185477931010","22 Nov 2014 01:21:11","cousin cornelius gurlitt challenges leaves collection swiss museum httptco0bvm72mrvg fineart","2"
"535967306799538176","22 Nov 2014 01:25:38","tainted gurlitt collection sold profits going jewish organizations wwii via erynecki httptcodyxr982ffr","2"
"535986492879810560","22 Nov 2014 02:41:52","lastminute lawsuit filed relative cornelius gurlitt naziera art hoard relative lat httptcomldajvnah3 artnews","2"
"536050365406253056","22 Nov 2014 06:55:41","lastminute lawsuit filed relative cornelius gurlitt naziera art hoard httptcox8rvhi4qsi","2"
"536127932918681602","22 Nov 2014 12:03:54","kunstmuseum bern set announce decision cornelius gurlitt trove artworks donated earlier year httptcohjkpezyuyg","2"
"536141476460507136","22 Nov 2014 12:57:43","litigation seems inevitable gurlitt case httptcoqkkgjpjhpq","2"
"536223820131360769","22 Nov 2014 18:24:55","uta werner 1st cousin late cornelius gurlitt formally challenge named kunstmuseum bern heir httptcoepln5cbk3o","2"
"536228944299958272","22 Nov 2014 18:45:17","franz marc horses updategurlitt nazitainted art trove httptcolfzbpkjgsj via wsj httptco1hyavryiyb httptcopqskhowrhc","2"
"536323971239903234","23 Nov 2014 01:02:53","treasures amazing collection paintings hidden apartment munich httptcosa6hes3zqm bmth httptco4unqeroqcj","2"
"536333336353193985","23 Nov 2014 01:40:06","lastminute lawsuit filed relative cornelius gurlitt naziera art hoard httptcocwpaxyacb2 pls rt sebkirby","2"
"536425735771414528","23 Nov 2014 07:47:16","gurlitt collection go many people sounding upcoming press conference monday httptcog5sv6tq6hf","2"
"536439239118831617","23 Nov 2014 08:40:55","deputy director belvedere vienna gurlitt collection sold money given jewish organizations httptco4ewvbjoh3q","2"
"536464887015567360","23 Nov 2014 10:22:50","corneliusgurlitt cousin lodges direct claim municharttrove read news artlyst httptcovwfkepthkw httptcoktw9qzszcn","2"
"536489596423774208","23 Nov 2014 12:01:01","possible nazi art transfer riles jewish groups course transfer gurlitt trove swiss museum httptcobhnqzbymdg","2"
"536504937401049089","23 Nov 2014 13:01:59","eve major announcement regarding amended fate cornelius gurlitt collection cousin httptcorssb1ycfdd","2"
"536514538850750464","23 Nov 2014 13:40:08","lastminute lawsuit filed relative cornelius gurlitt naziera art hoard httptcov9jjwz5acl pls rt sebkirby","2"
"536532934014926849","23 Nov 2014 14:53:14","plot thickens gurlitts cousin claims munich art trove inheritance httptcoz8k55lzplp via yahoonews","2"
"536666052277448704","23 Nov 2014 23:42:12","arcablog gurlitt art collection interview art recoverys christopher marinello eve ku httptcos4xrb6v91b","2"
"536696108823896065","24 Nov 2014 01:41:38","watching kunstmuseum bern week gurlitt decision article gurlitt nazi loot months back httptcolw93hlyuhg","2"
"536733651544072192","24 Nov 2014 04:10:49","gurlitt soap opera update lastminute twist everweird gurlitt legacy miniseriesthe httptcoofntjz7whl","2"
"536760961692999680","24 Nov 2014 05:59:20","cornelius gurlitts overlooked heirs want control naziera degenerate art estate fight corne httptcopuqqkmbhy5","2"
"536777819204775936","24 Nov 2014 07:06:19","stay tuned cornelius gurlitts overlooked heirs want control naziera degenerate art estate httptcovtkok07dhj via dwenglish","2"
"536778036180680704","24 Nov 2014 07:07:11","kunstmuseumbern goes berlin today httptcop2oprllkev gurlitt","2"
"536782128109740032","24 Nov 2014 07:23:26","swiss museum say today whether accepts naziera art hoard afp httptcozrnsmxc4yo gurlitt","2"
"536783143865688064","24 Nov 2014 07:27:29","gurlitts overlooked heirs want control naziera degenerate art estate httptcotmjmjzr5zr httptcojk0ij9zmdy","2"
"536787694169632768","24 Nov 2014 07:45:33","chris marinello commenting gurlitt case bbcr4today listen httptcom1r4fkns0f","2"
"536805431360749568","24 Nov 2014 08:56:02","swiss museum deciding gurlitt art trove swiss museum announce decision future collector gurlitts httptcohm4i0qiizx","2"
"536805993334571008","24 Nov 2014 08:58:16","swiss museum deciding gurlitt art trove httptcoxxtpj0sz4q","2"
"536809338766364672","24 Nov 2014 09:11:34","nazilooted art germany hasnt dealt interview httptcofzg3ifgckr gurlitt httptcojdrbjamiz7","2"
"536810390739755009","24 Nov 2014 09:15:45","swiss museum german officials announce fate gurlitt art collection 11cet httptco7nlxig4hcz","2"
"536812027571109888","24 Nov 2014 09:22:15","swiss museum deciding gurlitt art trove httptcowifa6ddq3q","2"
"536822580720984064","24 Nov 2014 10:04:11","live streaming link joint press conference cornelius gurlitt estate httptcohm8q6syhzv","2"
"536824260615237632","24 Nov 2014 10:10:52","swiss museum confirms take gurlitt collection","1"
"536824581341073408","24 Nov 2014 10:12:08","challenge kunstmuseum bernby cousin gurlitt affected decision accept gift artworks","2"
"536824745459998720","24 Nov 2014 10:12:47","breaking news kunstmuseum bern accepts cornelius gurlitt estate","1"
"536824746298843136","24 Nov 2014 10:12:47","breaking news kunstmuseum bern accepts cornelius gurlitt estate","1"
"536825153372831744","24 Nov 2014 10:14:24","kunstmuseum bern agrees takes controversial gurlitt art collection","1"
"536825222050365440","24 Nov 2014 10:14:41","breaking swiss art museum accepts artworks bequeathed late art dealer gurlitt httptco9u2vbvb8tz","1"
