"521310417696858112","12 Oct 2014 14:44:23","breaking news ghana international ac milan star michael essien contracted ebola club confirmed","0"
"521346721226711040","12 Oct 2014 17:08:39","unconfirmed reports claim michael essien contracted ebola httptcovasqrzdlhh","0"
"521350916872876033","12 Oct 2014 17:25:19","breaking unconfirmed reports claim ac milan midfielder michael essien contracted ebola virus getwellsoon httptco9h2spi4t0j","0"
"521358118597689344","12 Oct 2014 17:53:56","milan stated reports essien ebola completely falsehttptcosb9v9ulftxmichaelessien","0"
"521359454672269313","12 Oct 2014 17:59:15","ac milan midfielder michael essien diagnosed ebola get well soon michael daily times httptcoswnpfexdfx","0"
"521359863884967936","12 Oct 2014 18:00:52","milan release official statement site saying reports michael essien ebola false httptcoqydg0rcozh","0"
"521360486387175424","12 Oct 2014 18:03:21","ac milan midfielder michael essien diagnosed ebola get well soon michael daily times httptcor6y8d9hmaw","0"
"521361857810939905","12 Oct 2014 18:08:47","ac milan confirmed reports michael essien ebola completely false","0"
"521367917322338304","12 Oct 2014 18:32:52","truth internet rumours contracted ebolai well amp im gud amp training usual tomorrowfalsenews","0"
"521369179392581632","12 Oct 2014 18:37:53","micheal essien denying ebola rumours like httpstcoh2e1tazeha","0"
"521375609206083584","12 Oct 2014 19:03:26","good news rumours michael essien contracted ebola virus false httptco5d7hcl46mr httptcovtgulnjwbd","0"
"521381662551474176","12 Oct 2014 19:27:29","im fit healthyno truth internet rumours contracted ebolaim well amp httptcotgidyi5jvg","0"
"521595221155774464","13 Oct 2014 09:36:06","ac milan denied reports midfielder michael essien contracted ebola national duty ghana ssfootball","0"
"522286703848218624","15 Oct 2014 07:23:48","essien lawyers considering file lawsuit nigerian media reported fake ebola story","0"
