"580317556516483072","24 Mar 2015 10:37:41","breaking got reports crash could airbus a320 germanwings barcelona dusseldorf","3"
"580317998147325952","24 Mar 2015 10:39:27","people board germanwings airbus a320 crashed southern france","0"
"580318020192571392","24 Mar 2015 10:39:32","breaking germanwings a320 crash southern france","1"
"580318210609696769","24 Mar 2015 10:40:17","breaking germanwings airbus a320 plane reportedly crashed region digne french alps flightradar24 french tv itele","1"
"580318669483413504","24 Mar 2015 10:42:07","sad news plane crashed southern france httptco2k5cklkrzz germanwings","1"
"580318717860532224","24 Mar 2015 10:42:18","airbus passenger plane crashed french alps said belong lufthansa subsidiary germanwings flying barcelonedusseldorf","3"
"580318938996740096","24 Mar 2015 10:43:11","passengers board germanwings plane crashed french alps according afp","0"
"580319005703069696","24 Mar 2015 10:43:27","several european news agencies reporting accident involving germanwings airbus a320 southern france developing breaking","1"
"580319078155468800","24 Mar 2015 10:43:44","germanwings airbus a320 crashes french alps near digne httptcoynlwbnjmyi","1"
"580319116302647297","24 Mar 2015 10:43:53","breaking a320 crashed could germanwings flight 4u9525 barcelona dusseldorf httptcofjvy7woj4t","3"
"580319184652890113","24 Mar 2015 10:44:10","breaking passengers board germanwings airbus a320 crashed southern french alps httptcovxxvru9xmv","0"
"580319206400475136","24 Mar 2015 10:44:15","french police confirmed airbus operated germanwings crashed southern france","1"
"580319458004193280","24 Mar 2015 10:45:15","breaking germanwings a320 crashed french alps passengers board 9newsaus","1"
"580319651399385088","24 Mar 2015 10:46:01","get reports germanwings a320 crash flight 4u9525 lost flightradar24 feet near digne southern france","1"
"580319856496644096","24 Mar 2015 10:46:50","breaking reports germanwings airbus a320 crashed french alps come 9news httptcopfeivim9po","1"
"580319968484421633","24 Mar 2015 10:47:16","germanwings a320 crashed en route dusseldorf flight radar last known position 4u9525 httptcofri93nryff","1"
"580319983676313601","24 Mar 2015 10:47:20","ltimahora es tracta dun aparell de germanwings amb passatgers bord httptcoht5bhpuguv","None"
"580319999887347712","24 Mar 2015 10:47:24","germanwings flight 4u9525 registration daipx lost flightradar24 feet utc time httptcovzaqmullaz","3"
"580320161082830848","24 Mar 2015 10:48:02","breaking airbus a320 crashes southern france people board germanwings httptcosurctxrgsu","0"
"580320242020290560","24 Mar 2015 10:48:22","breaking148passengers board germanwings airbus a320 crashed southern french alpsmay protect themameen","0"
"580320267777511425","24 Mar 2015 10:48:28","flight 4u9525 flight barcelona dusseldorfstd 35atd 00sta 55signal lost 41httptcofhox6q0ght","3"
"580320329203093504","24 Mar 2015 10:48:42","a320 germanwings flight 4u9525 registration daipx lost flightradar24 feet utc time httptco5gv9lxjzw8","3"
"580320563891019776","24 Mar 2015 10:49:38","breaking germanwings airbus a320 crashes french alps via bbcbreaking","1"
"580320612155060224","24 Mar 2015 10:49:50","last position germanwings flight 4u9525 utchttptcofhox6q0ght httptco72pxgkolrm","3"
"580320645906632704","24 Mar 2015 10:49:58","update crash germanwings 4u9525 crash a320 disappeared utc radar httptcogrujocxkr9 httptcohwrvdd24ac","3"
"580320684305416192","24 Mar 2015 10:50:07","accident aircraft looks germanwings airline code 4u gwi flight barcelona dusseldorf 4u9525 httptcotizc1n1zrk","3"
"580320745974288384","24 Mar 2015 10:50:22","breaking germanwings a320 crashed france german officials confirm nbcnews","1"
"580320825351471104","24 Mar 2015 10:50:41","breaking news a320 crashed could germanwings flight 4u9525 barcelona dusseldorf passengers","3"
"580320856561209344","24 Mar 2015 10:50:48","breaking lufthansas germanwings plane crashes southern france report","1"
"580320856905269248","24 Mar 2015 10:50:48","a320 germanwings barcelona dusseldorf crashed french alps near digne les bains","1"
"580320890086383616","24 Mar 2015 10:50:56","reports plane crash near french alps germanwings a320 httptcowdso9euyhp httptcompnenahmaw","1"
"580320893668364288","24 Mar 2015 10:50:57","terrible news airbus a320 barcelona dusseldorf crashed france germanwings flight httptcoc3zpwz5bif","3"
"580320945740480512","24 Mar 2015 10:51:09","breaking germanwings airbus a320 plane crashed southern france police aviation officials say","1"
"580320964875014145","24 Mar 2015 10:51:14","airbus plane operated lufthansas germanwings airline crashes southern france officials say reuters httptcoby471nazfg","1"
"580320995266936832","24 Mar 2015 10:51:21","breaking germanwings airbus a320 crashed french alps near digne ahronyoung","1"
"580321156508577792","24 Mar 2015 10:52:00","hearing passengers crew board a320 crashed southern french alps germanwings flight bbcworld","0"
"580321169271877632","24 Mar 2015 10:52:03","breaking a320 owned lufthansa affiliate germanwings travelling barcelona dusseldorf went french alps","3"
"580321203757387776","24 Mar 2015 10:52:11","route map shared httptcolzkoxadhka 4u9525 httpstcohq8kbp2aus","2"
"580321317527879680","24 Mar 2015 10:52:38","germanwings airbus a320 en route barcleona dusseldorf crashes southern french alps people board httptcodqxzqflg9u","0"
"580321327845765120","24 Mar 2015 10:52:41","breaking lufthansa germanwings airbus jet carrying people crashed southern france en route barcelona duesseldorf","0"
"580321350750990336","24 Mar 2015 10:52:46","hashtags 4u9525 germanwings a320 useful latest info plane crash southern france","1"
"580321372703985664","24 Mar 2015 10:52:51","airbus a320 lost flightradar24 feet utc time germanwings httptcowkhajih6pq httptcon4vtej13ff","3"
