"498235547685756928","09 Aug 2014 22:33:06","black teenage boys men children stop referring year old man killing children ferguson","2"
"498248415223246848","09 Aug 2014 23:24:13","mother boy killed ferguson speaking media loss son httptcoylxedkoebb","2"
"498248648699150336","09 Aug 2014 23:25:09","police brought large gear ferguson httptco2gxuzovwfy","2"
"498250100079341568","09 Aug 2014 23:30:55","omg wow flockafierce wow rt antoniofrench police brought large gear ferguson httptco4t4rrtnwrk","2"
"498251940997136384","09 Aug 2014 23:38:14","see citizens enemies rt antoniofrench police brought large gear ferguson httptcoxtwwfxc8zy","2"
"498253149707464704","09 Aug 2014 23:43:02","police ferguson murdered boy cold blood theyre spinning story amp intimidating community silence","2"
"498253652755111937","09 Aug 2014 23:45:02","heres hoping whats happening stl right doesnt get worse ferguson hashtag looking good right httptco0fhu5eopga","2"
"498254340310966273","09 Aug 2014 23:47:46","michael brown yr old boy shot 10x amp killed police ferguson today media reports police shoot man blackboysonly","0"
"498254540870017025","09 Aug 2014 23:48:34","black amp victim crime people dig something kindergarten justify happened ferguson","2"
"498254929942028288","09 Aug 2014 23:50:07","year old unarmed kid shot ten times police stealing candy didnt know punishable deathread ferguson tag","3"
"498255721260400640","09 Aug 2014 23:53:15","patrol cars still flood streets ferguson hours police officer shot teenager ksdknews httptcofccgafirbg","2"
"498255816034893824","09 Aug 2014 23:53:38","america doesnt think human world doesnt think human cops dont get punished killing us reason ferguson","2"
"498256407980826625","09 Aug 2014 23:55:59","another day another shooting unarmed black teenager america authority figures stl ferguson","2"
"498259432237969408","10 Aug 2014 00:08:00","people matching ferguson police dept headquarters httptco4kesby2zpj","2"
"498259903962570752","10 Aug 2014 00:09:52","black country dangerous business ferguson","2"
"498262106937237504","10 Aug 2014 00:18:38","people marching ferguson police dept headquarters following killing yearold boy httptcorovs3mxymm","2"
"498263598062661633","10 Aug 2014 00:24:33","many police officers today operate fear prejudice thats dangerous power take life ferguson","2"
"498264107460870144","10 Aug 2014 00:26:35","ferguson shooting shows passive leads injustice black cop shot unarmed white teen ferguson would fire","2"
"498264393185239040","10 Aug 2014 00:27:43","police arent taught protect serve anymore taught shoot first explain later ferguson","2"
"498265095559184384","10 Aug 2014 00:30:30","yes stltoday describe people protesting police officer killing michael brown mob edit crowd ferguson httptcoxg3hm8jlwy","2"
"498265555833720832","10 Aug 2014 00:32:20","wearetargets people marching ferguson police dept headquarters following killing yearold boy httptcowftr1maej7","2"
"498267196833808384","10 Aug 2014 00:38:51","black loss loss america everyone concerned outraged amp involved ferguson","2"
"498267673789472768","10 Aug 2014 00:40:45","michael brown white stltoday would described crowd mob heartbroken community ferguson","2"
"498268463639851008","10 Aug 2014 00:43:53","calling neighbors mob dehumanizing community justify future wrongdoing mikebrown ferguson","2"
"498269289812856832","10 Aug 2014 00:47:10","call weeping neighbors mob gt paint picture violent community mikebrown came gt justify execution ferguson","2"
"498269365175721984","10 Aug 2014 00:47:28","would angry mob ferguson also qualify concerned citizens whats difference skin color justice4all","2"
"498269636551798784","10 Aug 2014 00:48:33","unfollow youre like running tweeting justification murder mikebrown ferguson cops","2"
"498269697453084672","10 Aug 2014 00:48:47","pay attention teen becomes man community becomes mob murder becomes alleged shooting ferguson medialiteracy","2"
"498271531386953728","10 Aug 2014 00:56:05","reminder legal young unarmed black men threatening make us uncomfortable ferguson httptcovbryw7j9nr","2"
"498271954185379840","10 Aug 2014 00:57:45","interview mother victim police wouldnt let id son httptcojuonpxq4tw ferguson","2"
"498272080564334592","10 Aug 2014 00:58:16","police murder another unarmed yr old blk kid amp police show like cant take ferguson wearetargets httptcoruz8yaggpr","2"
"498272309535191041","10 Aug 2014 00:59:10","cops riot gear ferguson prayer circle concerned compassionate community","3"
"498272364560257025","10 Aug 2014 00:59:23","white ppl horrified ferguson go police school board amp mayor teach antiblackness kills dont listen us","2"
"498273703428620289","10 Aug 2014 01:04:43","mother mikebrown yearold killed ferguson police today says son start vatterott college next week","2"
"498274493337702401","10 Aug 2014 01:07:51","teenager mikebrown wont start college monday shot ten times ferguson police officer httptcodcfmzlkfrd","2"
"498274692873351170","10 Aug 2014 01:08:38","many unarmed black teenagers killed america thatisthequestionferguson httptco5l8043msap","2"
"498274934553317376","10 Aug 2014 01:09:36","year old victim weapon hands air still shot multiple times httpstcoktieq8tkkc ferguson","2"
"498274948772024321","10 Aug 2014 01:09:39","mike brown start studying vatterott college monday ferguson","2"
"498275621651636224","10 Aug 2014 01:12:20","notice involved shooting killed child notice paid administrative leave arrestedferguson","2"
"498276304635322368","10 Aug 2014 01:15:03","police officer killed mike brown put paid administrative leave ferguson","2"
"498276354434277376","10 Aug 2014 01:15:15","michael brown due begin classes vatterott college tomorrowhis mother mourns lossferguson httptcoymsk7skp9y","2"
"498276771226451968","10 Aug 2014 01:16:54","multiple witnesses told media ferguson mike brown hands shot multiple times police officer","2"
"498277197581664256","10 Aug 2014 01:18:36","black bodies longer swinging trees laying streets ferguson detriot oakland nyc usa","2"
"498277231253127168","10 Aug 2014 01:18:44","michael brown supposed start classes vatterott college monday instead gunned street ferguson police","2"
"498277674692149248","10 Aug 2014 01:20:29","favorite next week hear every transgression mikebrown ever since soiling diapers ferguson","2"
"498277678706077696","10 Aug 2014 01:20:30","teenager mikebrown wont start college monday shot ten times ferguson police officer httptcoa4rjs4unlx","2"
